partner_id,region,payment_rail_type,is_master_affiliate,tier,tenure_months,avg_commission_3m,commission_volatility,login_count_30d,days_since_last_interaction,dashboard_usage_score,asset_download_count_30d,payment_delay_flag,unresolved_ticket_count,negative_sentiment_score,tier_proximity_score,traffic_quality_score,subnetwork_avg_health_score,subnetwork_recent_churn_count,churn_label,login_trend_30d,revenue_velocity,commission_trend_90d,conversion_rate_wow,churn_scenario,created_at,updated_at
P16471,MENA,Mobile_Money,False,Bronze,15,2472.45,792.62,18,0,0.5511,2,False,1,0.26,1.0,0.6292,,0,False,-0.244,-15.17,-0.019,-0.0013,Healthy,2026-02-07T04:12:17.415237,2026-02-07T04:12:17.415238
P16472,LATAM,P2P,False,Gold,6,1048.66,296.35,14,4,0.5226,3,False,0,0.29,0.0,0.7872,,0,True,-0.279,-104.14,-0.053,-0.0144,Tier_Cliff_Anxiety,2026-02-07T04:12:17.415293,2026-02-07T04:12:17.415294
P16473,Africa,Bank,False,Gold,14,12951.08,3700.06,17,14,0.5681,3,False,1,0.07,1.0,0.292,,0,False,-0.249,15.43,-0.119,-0.0034,Healthy,2026-02-07T04:12:17.415354,2026-02-07T04:12:17.415355
P16474,CIS,Bank,False,Silver,12,1220.04,266.88,11,6,0.6075,3,False,0,0.12,0.22,0.6317,,0,False,0.217,24.99,-0.165,0.0022,Healthy,2026-02-07T04:12:17.415410,2026-02-07T04:12:17.415410
P16475,LATAM,Crypto,True,Bronze,11,2936.38,1135.64,26,20,0.6826,4,False,0,0.11,1.0,0.5977,70.37,8,True,-0.639,-38.65,-0.282,-0.034,Network_Contagion,2026-02-07T04:12:17.415462,2026-02-07T04:12:17.415463
P16476,CIS,Bank,False,Silver,1,1187.16,350.09,14,18,0.6964,5,False,0,0.12,0.1872,0.5616,,0,False,0.253,-5.19,-0.043,0.0025,Healthy,2026-02-07T04:12:17.415520,2026-02-07T04:12:17.415521
P16477,APAC,Bank,False,Bronze,16,1490.63,536.5,14,10,0.5507,0,True,0,0.1,1.0,0.5397,,0,True,-0.345,-79.9,-0.14,-0.0535,Passive_Disengagement,2026-02-07T04:12:17.415573,2026-02-07T04:12:17.415574
P16478,APAC,Mobile_Money,False,Silver,1,2098.42,731.13,24,7,0.2368,3,False,0,0.25,1.0,0.3354,,0,True,0.013,-61.93,-0.064,-0.055,Passive_Disengagement,2026-02-07T04:12:17.415628,2026-02-07T04:12:17.415629
P16479,LATAM,Bank,False,Bronze,2,1530.71,662.06,11,5,0.7076,2,True,1,0.08,1.0,0.2606,,0,True,-0.138,-120.07,-0.141,-0.0153,Passive_Disengagement,2026-02-07T04:12:17.415681,2026-02-07T04:12:17.415682
P16480,EMEA,Agent,False,Bronze,38,1321.74,409.36,13,5,0.6203,3,False,0,0.17,1.0,0.4858,,0,False,-0.264,37.84,-0.125,0.0107,Healthy,2026-02-07T04:12:17.415734,2026-02-07T04:12:17.415735
P16481,LATAM,Crypto,False,Silver,11,37592.0,11217.35,19,1,0.8597,5,False,1,0.39,1.0,0.6181,,0,False,-0.089,1.07,0.003,-0.0086,Healthy,2026-02-07T04:12:17.415792,2026-02-07T04:12:17.415793
P16482,MENA,Crypto,False,Bronze,20,2779.4,840.13,15,4,0.6735,2,False,1,0.42,1.0,0.4908,,0,True,-0.006,-134.54,-0.032,-0.0158,Passive_Disengagement,2026-02-07T04:12:17.415846,2026-02-07T04:12:17.415847
P16483,APAC,Agent,False,Bronze,42,17158.03,4692.59,21,5,0.8194,3,False,0,0.22,1.0,0.4862,,0,False,0.034,-7.31,0.062,0.0146,Healthy,2026-02-07T04:12:17.415899,2026-02-07T04:12:17.415900
P16484,MENA,Agent,False,Bronze,53,1989.93,430.22,12,8,0.5225,3,False,0,0.49,1.0,0.5681,,0,False,0.294,5.85,0.069,0.0144,Healthy,2026-02-07T04:12:17.415954,2026-02-07T04:12:17.415954
P16485,LATAM,Mobile_Money,False,Bronze,8,1961.42,593.48,22,1,0.7579,1,False,0,0.03,1.0,0.5279,,0,False,-0.273,16.82,0.111,0.0041,Healthy,2026-02-07T04:12:17.416009,2026-02-07T04:12:17.416010
P16486,CIS,Mobile_Money,False,Gold,3,1556.26,620.61,4,12,0.7623,8,False,2,0.21,0.0,0.6216,,0,True,0.293,-59.41,-0.072,-0.0015,Tier_Cliff_Anxiety,2026-02-07T04:12:17.416064,2026-02-07T04:12:17.416065
P16487,MENA,Mobile_Money,False,Gold,62,2077.47,740.88,29,7,0.275,3,False,1,0.15,0.0,0.7495,,0,False,0.212,-24.15,0.095,-0.0175,Healthy,2026-02-07T04:12:17.416123,2026-02-07T04:12:17.416124
P16488,CIS,Bank,False,Bronze,14,3096.82,1055.07,27,0,0.4098,6,False,0,0.28,1.0,0.3711,,0,True,0.054,-85.26,-0.212,-0.0544,Passive_Disengagement,2026-02-07T04:12:17.416174,2026-02-07T04:12:17.416175
P16489,EMEA,Agent,False,Platinum,21,2753.22,829.77,11,3,0.4207,3,False,1,0.09,0.0,0.6535,,0,False,-0.029,40.22,0.108,-0.0051,Healthy,2026-02-07T04:12:17.416230,2026-02-07T04:12:17.416231
P16490,MENA,P2P,False,Silver,27,2073.15,681.48,9,7,0.5034,6,False,1,0.05,1.0,0.6329,,0,False,0.468,-7.26,-0.075,0.0125,Healthy,2026-02-07T04:12:17.416285,2026-02-07T04:12:17.416286
P16491,CIS,P2P,False,Bronze,72,2168.94,623.75,10,7,0.5996,1,False,1,0.11,1.0,0.4538,,0,False,-0.439,-25.03,0.103,-0.0012,Healthy,2026-02-07T04:12:17.416337,2026-02-07T04:12:17.416338
P16492,EMEA,Mobile_Money,False,Bronze,14,1126.57,287.65,25,11,0.6073,1,False,1,0.21,1.0,0.5575,,0,False,-0.418,52.73,-0.072,-0.0201,Healthy,2026-02-07T04:12:17.416389,2026-02-07T04:12:17.416390
P16493,LATAM,Crypto,False,Gold,5,4884.74,1481.36,5,7,0.8381,3,True,1,0.2,0.0,0.6229,,0,False,0.311,-7.97,0.124,-0.0162,Healthy,2026-02-07T04:12:17.416445,2026-02-07T04:12:17.416446
P16494,LATAM,Crypto,False,Silver,18,2566.72,709.87,0,3,0.7762,4,False,0,0.18,1.0,0.4609,,0,False,-0.274,7.56,-0.061,0.0007,Healthy,2026-02-07T04:12:17.416500,2026-02-07T04:12:17.416501
P16495,Africa,P2P,False,Bronze,5,1049.83,5.73,13,0,0.6689,0,False,1,0.28,1.0,0.7705,,0,False,-0.09,72.43,0.067,0.0417,Healthy,2026-02-07T04:12:17.416552,2026-02-07T04:12:17.416553
P16496,EMEA,Agent,False,Bronze,34,8171.98,2459.48,12,4,0.5743,4,False,0,0.31,1.0,0.4582,,0,False,0.16,17.2,-0.078,0.0314,Healthy,2026-02-07T04:12:17.416604,2026-02-07T04:12:17.416605
P16497,CIS,Bank,False,Platinum,10,4210.83,1219.73,21,8,0.5707,3,False,0,0.33,0.0,0.5085,,0,False,0.339,-15.03,0.003,0.0073,Healthy,2026-02-07T04:12:17.416667,2026-02-07T04:12:17.416668
P16498,APAC,P2P,True,Bronze,30,1417.92,523.02,11,14,0.7639,1,False,0,0.54,1.0,0.4766,78.57,6,True,0.145,-100.41,-0.261,-0.0275,Network_Contagion,2026-02-07T04:12:17.416722,2026-02-07T04:12:17.416723
P16499,LATAM,Agent,False,Bronze,48,1883.7,532.7,24,7,0.5853,0,False,0,0.13,1.0,0.4516,,0,False,0.292,11.25,0.029,0.0289,Healthy,2026-02-07T04:12:17.416774,2026-02-07T04:12:17.416775
P16500,LATAM,Agent,False,Silver,66,2803.33,1207.86,10,0,0.5861,3,False,0,0.16,1.0,0.5151,,0,False,0.236,-12.89,-0.172,0.0317,Healthy,2026-02-07T04:12:17.416829,2026-02-07T04:12:17.416830
P16501,LATAM,Bank,True,Bronze,13,8947.61,2834.61,14,12,0.5967,1,False,0,0.07,1.0,0.7097,83.33,6,False,-0.078,-33.75,0.046,0.0164,Healthy,2026-02-07T04:12:17.416881,2026-02-07T04:12:17.416882
P16502,MENA,P2P,False,Silver,6,1701.2,230.98,18,4,0.1456,1,False,0,0.24,0.7012,0.7062,,0,False,0.269,14.61,0.036,0.0026,Healthy,2026-02-07T04:12:17.416936,2026-02-07T04:12:17.416937
P16503,Africa,Agent,True,Platinum,36,1176.41,191.56,17,1,0.5753,4,False,0,0.25,0.0,0.676,84.62,6,True,-0.209,-176.74,-0.087,-0.0319,Network_Contagion,2026-02-07T04:12:17.416992,2026-02-07T04:12:17.416993
P16504,MENA,Crypto,False,Gold,1,1051.42,296.28,17,10,0.6847,4,False,1,0.25,0.0,0.6269,,0,True,-0.293,-62.07,-0.236,-0.0503,Tier_Cliff_Anxiety,2026-02-07T04:12:17.417050,2026-02-07T04:12:17.417051
P16505,EMEA,P2P,False,Bronze,6,4584.71,1401.27,19,6,0.4386,3,False,0,0.15,1.0,0.3292,,0,False,0.468,32.84,-0.058,-0.0069,Healthy,2026-02-07T04:12:17.417103,2026-02-07T04:12:17.417104
P16506,LATAM,Crypto,False,Silver,4,1069.42,396.03,13,0,0.7307,3,False,0,0.17,0.0694,0.4605,,0,False,0.243,-27.79,0.012,0.0002,Healthy,2026-02-07T04:12:17.417158,2026-02-07T04:12:17.417159
P16507,EMEA,Crypto,False,Bronze,29,3429.9,986.25,19,1,0.8157,9,False,1,0.2,1.0,0.7357,,0,False,0.136,3.44,0.01,0.0039,Healthy,2026-02-07T04:12:17.417210,2026-02-07T04:12:17.417211
P16508,APAC,Agent,False,Gold,48,2494.61,851.15,13,9,0.876,4,False,0,0.59,0.0,0.3098,,0,True,-0.363,-99.13,0.21,-0.0492,Tier_Cliff_Anxiety,2026-02-07T04:12:17.417266,2026-02-07T04:12:17.417267
P16509,MENA,Crypto,False,Silver,14,6638.7,2072.72,20,0,0.7097,1,False,0,0.23,1.0,0.7552,,0,False,0.297,61.37,0.028,0.0401,Healthy,2026-02-07T04:12:17.417321,2026-02-07T04:12:17.417322
P16510,MENA,P2P,False,Bronze,4,1146.47,188.28,13,7,0.8457,2,False,3,0.25,1.0,0.85,,0,False,0.296,11.82,0.055,0.0068,Healthy,2026-02-07T04:12:17.417373,2026-02-07T04:12:17.417374
P16511,LATAM,Crypto,False,Bronze,4,1105.57,237.79,14,0,0.5512,6,False,0,0.07,1.0,0.4836,,0,False,0.457,1.62,0.104,0.0018,Healthy,2026-02-07T04:12:17.417431,2026-02-07T04:12:17.417432
P16512,EMEA,Agent,False,Platinum,3,4417.1,1367.74,11,1,0.6636,3,False,1,0.13,0.0,0.4659,,0,False,0.034,23.76,-0.048,0.0135,Healthy,2026-02-07T04:12:17.417486,2026-02-07T04:12:17.417487
P16513,MENA,Crypto,False,Silver,112,6592.21,1826.23,8,2,0.664,1,True,0,0.11,1.0,0.35,,0,False,-0.091,13.65,-0.045,0.0354,Healthy,2026-02-07T04:12:17.417542,2026-02-07T04:12:17.417543
P16514,LATAM,P2P,False,Silver,4,1264.75,22.3,0,4,0.4366,2,False,0,0.24,0.2648,0.2633,,0,False,-0.032,-17.54,-0.134,0.0115,Healthy,2026-02-07T04:12:17.417597,2026-02-07T04:12:17.417598
P16515,LATAM,P2P,False,Silver,7,2015.74,721.03,9,4,0.3395,3,False,3,0.19,1.0,0.5143,,0,False,0.237,-12.87,-0.181,0.0075,Healthy,2026-02-07T04:12:17.417653,2026-02-07T04:12:17.417654
P16516,MENA,Agent,False,Bronze,5,1563.11,557.52,8,11,0.5415,0,True,0,0.3,1.0,0.7306,,0,True,-0.302,-79.23,-0.158,-0.044,Passive_Disengagement,2026-02-07T04:12:17.417706,2026-02-07T04:12:17.417707
P16517,EMEA,Bank,False,Bronze,19,1379.75,755.65,10,17,0.6939,4,False,1,0.13,1.0,0.7352,,0,False,-0.129,26.02,0.054,0.0074,Healthy,2026-02-07T04:12:17.417758,2026-02-07T04:12:17.417759
P16518,APAC,P2P,False,Silver,2,1373.42,451.98,24,3,0.7136,2,False,1,0.07,0.3734,0.4495,,0,True,-0.174,34.59,-0.135,-0.0388,Passive_Disengagement,2026-02-07T04:12:17.417816,2026-02-07T04:12:17.417816
P16519,Africa,P2P,False,Silver,17,5616.38,1508.77,26,0,0.7015,3,False,0,0.05,1.0,0.7328,,0,False,-0.349,60.59,-0.017,-0.007,Healthy,2026-02-07T04:12:17.417872,2026-02-07T04:12:17.417873
P16520,MENA,Bank,False,Bronze,1,1785.89,374.66,0,14,0.5298,5,False,0,0.2,1.0,0.6833,,0,True,-0.279,-74.55,-0.072,-0.0316,Passive_Disengagement,2026-02-07T04:12:17.417929,2026-02-07T04:12:17.417930
P16521,Africa,Crypto,False,Bronze,6,1182.96,156.91,3,3,0.0587,2,False,0,0.27,1.0,0.4836,,0,False,-0.09,-28.11,0.042,-0.0099,Healthy,2026-02-07T04:12:17.417983,2026-02-07T04:12:17.417984
P16522,APAC,Crypto,False,Silver,48,3410.75,1178.67,24,15,0.491,1,True,0,0.2,1.0,0.4825,,0,True,-0.369,-141.09,-0.2,-0.06,Trust_Erosion,2026-02-07T04:12:17.418039,2026-02-07T04:12:17.418039
P16523,MENA,Bank,False,Platinum,3,3258.69,973.69,9,6,0.3468,3,False,0,0.08,0.0,0.871,,0,False,0.124,-22.06,0.132,-0.0018,Healthy,2026-02-07T04:12:17.418095,2026-02-07T04:12:17.418096
P16524,LATAM,P2P,False,Bronze,1,1121.13,120.75,23,1,0.6318,4,False,1,0.14,1.0,0.2271,,0,True,-0.288,-72.16,-0.098,0.0074,Passive_Disengagement,2026-02-07T04:12:17.418147,2026-02-07T04:12:17.418148
P16525,LATAM,Bank,False,Bronze,21,2178.69,515.33,5,8,0.6237,6,False,0,0.23,1.0,0.5663,,0,False,0.224,-0.68,0.015,-0.0029,Healthy,2026-02-07T04:12:17.418199,2026-02-07T04:12:17.418200
P16526,MENA,P2P,False,Bronze,16,1122.68,111.22,37,12,0.4891,4,False,1,0.05,1.0,0.7492,,0,False,0.176,18.51,0.057,0.0131,Healthy,2026-02-07T04:12:17.418251,2026-02-07T04:12:17.418252
P16527,LATAM,Bank,False,Bronze,4,1633.35,449.66,2,2,0.9168,0,False,1,0.48,1.0,0.4756,,0,False,-0.398,58.52,0.011,0.0032,Healthy,2026-02-07T04:12:17.418303,2026-02-07T04:12:17.418304
P16528,APAC,Crypto,False,Platinum,33,1001.02,490.62,14,5,0.7269,2,False,0,0.45,0.0,0.8151,,0,False,-0.193,2.32,0.036,-0.0034,Healthy,2026-02-07T04:12:17.418363,2026-02-07T04:12:17.418364
P16529,Africa,Bank,False,Bronze,20,3612.6,1268.67,6,11,0.5597,4,False,0,0.09,1.0,0.6112,,0,False,-0.007,45.02,0.067,0.0166,Healthy,2026-02-07T04:12:17.418415,2026-02-07T04:12:17.418416
P16530,MENA,Crypto,False,Silver,18,1014.34,266.7,11,1,0.7506,5,False,1,0.33,0.0143,0.7609,,0,False,0.115,-3.1,0.001,0.0139,Healthy,2026-02-07T04:12:17.418471,2026-02-07T04:12:17.418471
P16531,LATAM,Agent,False,Silver,19,1178.24,282.79,30,3,0.6152,2,False,0,0.16,0.1782,0.56,,0,False,-0.448,15.28,-0.148,0.048,Healthy,2026-02-07T04:12:17.418526,2026-02-07T04:12:17.418527
P16532,EMEA,Mobile_Money,False,Bronze,19,5045.11,1275.21,4,1,0.4598,2,False,0,0.17,1.0,0.7252,,0,False,0.165,-24.68,0.067,0.0467,Healthy,2026-02-07T04:12:17.418578,2026-02-07T04:12:17.418579
P16533,EMEA,Agent,False,Bronze,4,2528.56,689.53,21,3,0.8265,5,True,0,0.12,1.0,0.6338,,0,False,0.102,16.17,-0.024,0.0096,Healthy,2026-02-07T04:12:17.418630,2026-02-07T04:12:17.418631
P16534,APAC,P2P,False,Bronze,4,10336.73,2908.47,20,5,0.477,3,True,0,0.15,1.0,0.4659,,0,True,-0.028,-86.59,-0.057,0.0102,Passive_Disengagement,2026-02-07T04:12:17.418682,2026-02-07T04:12:17.418683
P16535,LATAM,P2P,True,Bronze,5,3048.7,1134.76,22,5,0.909,1,True,1,0.3,1.0,0.7201,80.95,4,False,-0.173,15.85,0.156,0.0285,Healthy,2026-02-07T04:12:17.418734,2026-02-07T04:12:17.418735
P16536,LATAM,P2P,True,Bronze,8,21798.11,6656.6,2,13,0.3556,5,False,0,0.11,1.0,0.6432,78.12,7,True,-0.602,-113.94,-0.072,-0.0282,Network_Contagion,2026-02-07T04:12:17.418793,2026-02-07T04:12:17.418794
P16537,LATAM,Agent,True,Silver,2,2068.54,332.44,33,2,0.5006,3,False,4,0.42,1.0,0.7277,76.19,5,False,0.257,60.98,-0.02,-0.0095,Healthy,2026-02-07T04:12:17.418849,2026-02-07T04:12:17.418850
P16538,MENA,Bank,False,Silver,1,3983.97,1268.46,21,13,0.8011,2,False,0,0.09,1.0,0.8404,,0,False,0.199,-48.03,-0.008,0.0052,Healthy,2026-02-07T04:12:17.418905,2026-02-07T04:12:17.418906
P16539,LATAM,Agent,False,Bronze,23,2745.01,769.7,20,5,0.5192,4,False,0,0.34,1.0,0.8957,,0,False,0.279,-7.42,0.097,0.0157,Healthy,2026-02-07T04:12:17.418961,2026-02-07T04:12:17.418962
P16540,EMEA,Bank,False,Bronze,38,3069.91,845.96,3,11,0.6863,2,False,1,0.16,1.0,0.7406,,0,False,-0.201,-65.91,0.082,0.0362,Healthy,2026-02-07T04:12:17.419016,2026-02-07T04:12:17.419017
P16541,LATAM,Agent,False,Bronze,7,2400.55,444.68,7,1,0.5768,2,False,0,0.14,1.0,0.5405,,0,False,0.217,23.09,0.216,0.0396,Healthy,2026-02-07T04:12:17.419068,2026-02-07T04:12:17.419069
P16542,EMEA,Agent,False,Silver,2,1062.32,256.49,12,6,0.7005,3,False,1,0.19,0.0623,0.7359,,0,False,0.026,2.22,0.011,0.0183,Healthy,2026-02-07T04:12:17.419123,2026-02-07T04:12:17.419124
P16543,EMEA,Bank,False,Silver,13,1013.13,66.06,26,14,0.7264,2,True,0,0.08,0.0131,0.5404,,0,False,0.003,-6.16,0.023,-0.0064,Healthy,2026-02-07T04:12:17.419216,2026-02-07T04:12:17.419218
P16544,LATAM,Crypto,False,Silver,8,1219.38,528.86,2,8,0.7162,4,False,2,0.18,0.2194,0.607,,0,False,0.189,6.91,0.051,-0.0051,Healthy,2026-02-07T04:12:17.419290,2026-02-07T04:12:17.419291
P16545,APAC,P2P,False,Bronze,14,7849.62,2378.54,10,1,0.7295,4,False,0,0.03,1.0,0.6616,,0,False,0.109,34.02,0.045,-0.0084,Healthy,2026-02-07T04:12:17.419344,2026-02-07T04:12:17.419345
P16546,LATAM,Crypto,False,Platinum,60,1691.67,308.65,18,2,0.7281,8,False,1,0.22,0.0,0.5225,,0,False,0.391,-13.56,0.072,0.0478,Healthy,2026-02-07T04:12:17.419404,2026-02-07T04:12:17.419405
P16547,LATAM,Agent,False,Platinum,42,2967.65,706.35,14,1,0.8415,5,False,0,0.3,0.0,0.8281,,0,False,0.201,8.76,0.064,0.0077,Healthy,2026-02-07T04:12:17.419460,2026-02-07T04:12:17.419461
P16548,LATAM,Agent,False,Bronze,3,1490.61,520.16,18,2,0.4253,1,False,0,0.26,1.0,0.6969,,0,False,0.233,34.09,0.052,0.0197,Healthy,2026-02-07T04:12:17.419512,2026-02-07T04:12:17.419513
P16549,APAC,Crypto,False,Bronze,11,1383.0,415.92,9,3,0.4745,0,False,0,0.04,1.0,0.5973,,0,False,0.276,21.45,-0.057,-0.0059,Healthy,2026-02-07T04:12:17.419564,2026-02-07T04:12:17.419565
P16550,APAC,Bank,False,Bronze,1,1017.37,238.02,18,13,0.757,4,False,1,0.07,1.0,0.7423,,0,False,0.25,-23.07,0.11,0.0063,Healthy,2026-02-07T04:12:17.419616,2026-02-07T04:12:17.419617
P16551,MENA,Bank,False,Bronze,27,7729.19,2197.21,19,0,0.7441,3,False,0,0.18,1.0,0.656,,0,False,0.094,-48.86,0.064,-0.0268,Healthy,2026-02-07T04:12:17.419668,2026-02-07T04:12:17.419669
P16552,CIS,P2P,False,Bronze,37,1423.39,446.54,11,1,0.577,2,False,0,0.19,1.0,0.8283,,0,True,-0.716,-74.19,-0.1,-0.0638,Passive_Disengagement,2026-02-07T04:12:17.419724,2026-02-07T04:12:17.419725
P16553,LATAM,Agent,False,Bronze,2,1623.36,525.02,19,15,0.7086,2,True,0,0.2,1.0,0.5877,,0,True,-0.212,-9.91,0.025,-0.0446,Trust_Erosion,2026-02-07T04:12:17.419776,2026-02-07T04:12:17.419780
P16554,APAC,Bank,False,Bronze,4,5224.54,1518.84,29,0,0.7227,3,True,1,0.52,1.0,0.7973,,0,False,-0.127,26.54,0.044,0.006,Healthy,2026-02-07T04:12:17.419831,2026-02-07T04:12:17.419832
P16555,LATAM,Agent,False,Bronze,7,7280.7,2374.34,14,2,0.6869,6,False,0,0.15,1.0,0.5188,,0,True,-0.297,-47.95,-0.146,-0.0335,Passive_Disengagement,2026-02-07T04:12:17.419884,2026-02-07T04:12:17.419885
P16556,LATAM,Agent,False,Bronze,12,2056.31,709.23,11,6,0.8433,2,False,1,0.02,1.0,0.5863,,0,False,-0.233,48.9,0.162,0.0012,Healthy,2026-02-07T04:12:17.419939,2026-02-07T04:12:17.419940
P16557,MENA,Bank,True,Bronze,7,1262.2,269.04,8,1,0.7696,3,False,2,0.25,1.0,0.3664,86.84,5,False,0.077,9.83,0.101,0.0016,Healthy,2026-02-07T04:12:17.419991,2026-02-07T04:12:17.419992
P16558,LATAM,P2P,False,Silver,10,1259.95,692.0,10,11,0.5534,8,False,0,0.04,0.26,0.4545,,0,False,0.062,16.3,0.001,0.003,Healthy,2026-02-07T04:12:17.420047,2026-02-07T04:12:17.420048
P16559,MENA,Bank,True,Bronze,18,1419.13,298.81,21,9,0.7086,1,False,0,0.36,1.0,0.5278,78.0,11,False,0.078,25.14,0.098,0.0033,Healthy,2026-02-07T04:12:17.420099,2026-02-07T04:12:17.420100
P16560,LATAM,Crypto,False,Bronze,20,1255.92,222.79,18,3,0.2636,5,False,0,0.19,1.0,0.7192,,0,False,0.296,20.38,0.05,0.0187,Healthy,2026-02-07T04:12:17.420158,2026-02-07T04:12:17.420159
P16561,MENA,Bank,False,Silver,7,2443.66,646.61,13,0,0.3314,2,False,0,0.16,1.0,0.7047,,0,False,-0.039,31.14,0.15,0.0118,Healthy,2026-02-07T04:12:17.420214,2026-02-07T04:12:17.420215
P16562,EMEA,Agent,False,Bronze,38,2101.69,580.78,15,1,0.2815,3,False,0,0.26,1.0,0.5213,,0,False,0.546,37.17,0.084,-0.0207,Healthy,2026-02-07T04:12:17.420266,2026-02-07T04:12:17.420267
P16563,APAC,Mobile_Money,False,Gold,11,2883.4,1134.14,22,4,0.4936,3,False,2,0.1,0.0,0.8519,,0,False,0.207,28.98,0.042,0.0266,Healthy,2026-02-07T04:12:17.420322,2026-02-07T04:12:17.420323
P16564,Africa,Bank,False,Silver,14,1657.51,351.58,15,6,0.7683,4,False,2,0.06,0.6575,0.5568,,0,False,-0.019,-32.65,0.14,0.0033,Healthy,2026-02-07T04:12:17.420380,2026-02-07T04:12:17.420381
P16565,LATAM,Bank,False,Bronze,9,2328.9,743.3,5,6,0.5354,10,False,0,0.11,1.0,0.8043,,0,False,0.044,65.26,0.135,0.0128,Healthy,2026-02-07T04:12:17.420432,2026-02-07T04:12:17.420433
P16566,MENA,Mobile_Money,False,Silver,43,1438.46,469.27,19,1,0.5666,1,True,0,0.28,0.4385,0.5514,,0,True,-0.269,-103.98,-0.025,-0.0282,Passive_Disengagement,2026-02-07T04:12:17.420488,2026-02-07T04:12:17.420489
P16567,LATAM,P2P,False,Gold,6,1128.99,339.76,20,0,0.4759,1,False,1,0.14,0.0,0.6031,,0,False,-0.109,6.99,0.07,0.0132,Healthy,2026-02-07T04:12:17.420544,2026-02-07T04:12:17.420545
P16568,CIS,Bank,False,Bronze,1,1013.7,397.16,16,11,0.2454,5,False,0,0.17,1.0,0.5731,,0,False,0.36,7.25,0.089,0.0254,Healthy,2026-02-07T04:12:17.420596,2026-02-07T04:12:17.420597
P16569,LATAM,Bank,False,Bronze,34,3172.36,1057.97,18,4,0.5663,4,False,2,0.35,1.0,0.469,,0,False,0.154,-32.36,-0.081,0.0076,Healthy,2026-02-07T04:12:17.420648,2026-02-07T04:12:17.420649
P16570,MENA,Bank,False,Platinum,4,2531.48,534.46,25,4,0.845,1,False,0,0.02,0.0,0.7599,,0,False,0.01,-33.71,-0.099,0.014,Healthy,2026-02-07T04:12:17.420704,2026-02-07T04:12:17.420705
P16571,Africa,Agent,False,Silver,28,6173.54,1664.66,0,7,0.3774,2,False,1,0.26,1.0,0.7479,,0,False,0.297,-20.24,0.029,-0.0004,Healthy,2026-02-07T04:12:17.420760,2026-02-07T04:12:17.420761
P16572,Africa,Mobile_Money,False,Bronze,1,2350.5,990.41,16,1,0.5679,4,False,0,0.15,1.0,0.7277,,0,False,0.252,-10.37,0.196,0.0182,Healthy,2026-02-07T04:12:17.420812,2026-02-07T04:12:17.420813
P16573,LATAM,Bank,False,Bronze,1,1471.3,321.67,11,10,0.6642,2,False,1,0.4,1.0,0.86,,0,False,0.086,34.72,0.027,0.0043,Healthy,2026-02-07T04:12:17.420864,2026-02-07T04:12:17.420865
P16574,MENA,Bank,False,Bronze,8,4193.2,1090.41,12,2,0.5504,4,False,1,0.3,1.0,0.8155,,0,False,0.483,7.37,-0.108,0.0051,Healthy,2026-02-07T04:12:17.420917,2026-02-07T04:12:17.420918
P16575,MENA,Agent,False,Gold,62,2043.1,610.24,14,11,0.5059,3,False,0,0.35,0.0,0.5922,,0,True,-0.165,21.89,-0.167,-0.0659,Tier_Cliff_Anxiety,2026-02-07T04:12:17.420975,2026-02-07T04:12:17.420979
P16576,MENA,P2P,False,Bronze,33,9845.23,3091.51,0,9,0.735,3,False,0,0.4,1.0,0.745,,0,False,-0.207,49.53,-0.085,0.0187,Healthy,2026-02-07T04:12:17.421039,2026-02-07T04:12:17.421040
P16577,LATAM,Crypto,False,Bronze,6,1118.43,437.2,11,1,0.7234,4,False,1,0.11,1.0,0.9208,,0,False,0.355,-4.46,-0.011,0.0217,Healthy,2026-02-07T04:12:17.421092,2026-02-07T04:12:17.421092
P16578,LATAM,Crypto,False,Silver,2,2683.63,835.82,19,1,0.2353,2,False,0,0.11,1.0,0.5551,,0,True,-0.731,-7.79,-0.186,-0.0441,Passive_Disengagement,2026-02-07T04:12:17.421148,2026-02-07T04:12:17.421149
P16579,Africa,Crypto,False,Bronze,9,1613.5,729.99,23,13,0.4823,3,False,2,0.7,1.0,0.5411,,0,True,0.111,-87.98,-0.186,-0.0325,Passive_Disengagement,2026-02-07T04:12:17.421200,2026-02-07T04:12:17.421201
P16580,EMEA,Bank,False,Bronze,1,1731.42,131.97,24,0,0.6843,1,False,1,0.05,1.0,0.7729,,0,False,0.06,51.22,0.09,-0.0075,Healthy,2026-02-07T04:12:17.421252,2026-02-07T04:12:17.421253
P16581,APAC,Crypto,False,Silver,1,8487.78,2740.46,14,0,0.6109,5,False,0,0.1,1.0,0.2514,,0,False,0.295,80.33,-0.089,0.0248,Healthy,2026-02-07T04:12:17.421310,2026-02-07T04:12:17.421311
P16582,EMEA,Crypto,False,Silver,35,2203.54,931.15,21,2,0.6301,1,False,0,0.3,1.0,0.3254,,0,False,0.208,38.6,-0.161,-0.0091,Healthy,2026-02-07T04:12:17.421369,2026-02-07T04:12:17.421370
P16583,Africa,Bank,False,Bronze,6,1564.77,244.42,23,5,0.4293,2,False,0,0.22,1.0,0.7012,,0,False,0.305,-3.98,0.085,0.0325,Healthy,2026-02-07T04:12:17.421421,2026-02-07T04:12:17.421422
